species,flock,date,coords,fossilCount,windCount,borderCount,hydroCount,distanceCount
Whooping_Crane,1,1979-03-01,"[[-99.38235293555634, 41.58524629691944], [-104.41, 48.41667]]",0,0,0,0,855.8582175688887
Whooping_Crane,1,1979-03-01,"[[-99.38235293555634, 41.58524629691944], [-104.41, 48.41667]]",0,0,0,0,855.8582175688887
Whooping_Crane,1,1979-03-01,"[[-99.38235293555634, 41.58524629691944], [-104.41, 48.41667]]",0,0,0,0,855.8582175688887
Whooping_Crane,1,1979-03-01,"[[-99.38235293555634, 41.58524629691944], [-104.41, 48.41667]]",0,0,0,0,855.8582175688887
Whooping_Crane,1,1979-03-01,"[[-99.38235293555634, 41.58524629691944], [-104.41, 48.41667]]",0,0,0,0,855.8582175688887
Whooping_Crane,1,1979-03-01,"[[-99.38235293555634, 41.58524629691944], [-104.41, 48.41667]]",0,0,0,0,855.8582175688887
Whooping_Crane,1,1979-03-01,"[[-99.38235293555634, 41.58524629691944], [-104.41, 48.41667]]",0,0,0,0,855.8582175688887
Whooping_Crane,1,1979-03-01,"[[-99.38235293555634, 41.58524629691944], [-104.41, 48.41667]]",0,0,0,0,855.8582175688887
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1979-10-01,"[[-107.83, 52.42326081197087], [-98.25000000000001, 36.75]]",0,0,0,0,1896.8634436162927
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
Whooping_Crane,1,1980-07-01,"[[-99.25, 35.58333], [-113.35810812411927, 60.25002109092034]]",0,0,0,0,2923.1002220034256
